character,line
Cameron,And you got her on all those preschool waiting lists.
Mitchell,I can't believe you were gonna wait until she was old enough.
Cameron,"You see, that's what makes us a great team. We each have our own strengths. Now... Who are amazing parents?"
Mitchell,We are.
Cameron,I can't hear you.
Mitchell,We are!
Cameron,Don't you forget it.
Mitchell,Okay. Did we just lock our baby in the car?
Cameron,Did you put the keys in the bag?!
Mitchell,I put the keys in the bag. That's what we always...
Cameron,"Oh, Mitchell, I told you not to put the keys in the bag!"
Mitchell,"Don't freak out. Come on, don't freak out!"
Cameron,"Lily, it's okay!"
Mitchell,"* a, b, c, d, e, f, g *"
Cameron,"What, are you singing to her? People get arrested for this, Mitchell! We have to keep her calm."
Mitchell,"* h, I, j, k, l, m, n, o, p *"
Cameron,Do all four doors lock?! Do you have a phone?!
Phil,what?
Claire,I didn't say anything.
Phil,I couldn't hear you. I'm cranking one of my mash-ups.
Claire,Oh.
Phil,"Hey, hey! There they are. How was the first day back in prison?"
Alex,Fine.
Luke,Yeah. What are you guys doing?
Phil,Your mom and I are racing to the mailbox on sequoia and back.
Alex,Why?
Claire,I don't know.
Phil,"Oh, she knows. Hey, buddy, as soon as I'm done kicking a little mom butt here, How about I school you in some Mariokart?"
Luke,Can't. Got to work on my journal.
Phil,"Lame! Hey, uh, Alex, you?"
Alex,I have a history paper.
Phil,"Well, if you want see a little history being made right here..."
Alex,Not really.
Phil,Okay. Ready?
Claire,Are you?
Phil,"I was born ready. I came out of the womb wearing tiny, little, golden..."
Claire,Go!
Phil,...Wings.
Cameron,I'm breaking the window!
Mitchell,"Help! We locked our baby in the car, and people are judging us!"
Cameron,"I swear to god, I'm gonna break it!"
Mitchell,Do not break the window! You'll get glass on her!
Mitchell,That's a man.
Cameron,"Don't worry, Lily! Lily, daddy's coming for you!"
Mitchell,"Check... check the door. Check the door, check the door."
Cameron,It's not unlocked! Oh! oh...
Mitchell,Okay.
Cameron,That is amazing. How did they do that?
Mitchell,I don't know. It's just... We got it. Thank you.
Cameron,Did that come from space?
Claire,I run five miles a day. I have a resting heart rate of 48. There is no way I'm going to lose a two-mile race to Johnny Ski Pole.
Phil,Just saving my energy... drafting off of you. You feeling cocky?
Claire,"Yeah, I am."
Phil,I love it!
Claire,"But after seeing that t-shirt, I realized something. The first day of school is tough on all my kids, especially the one I married."
Phil,"Boo boo boop! Afterburners engaged! Ooh! Don't choke on my smoke! And down the stretch he goes! I don't believe it! Daddy wins! Do you believe in miracles?! U.S.A.! U.S... Oh, no!"
Claire,"Oh, geez!"
Haley,"Oh, my... What was that?! Was that a person?!"
Phil,I'm good!
Haley,Dad?!
Phil,I'm good! I'm good!
Claire,Are you okay?
Phil,"You're getting better, sweetheart."
Claire,"Did I lose the race to make him feel better? Maybe. But it just seemed like he could use a win today. We do strange things for the people we love. We lie to them. We lie for them. There may be some bumps along the way, But we never stop wanting the best for them. That's what makes it such a tough job... But kind of the best job in the world."
Claire,What are you doing?! Keep your eyes on the road!
Phil,Eyes on the road!
Alex,"Oh, my god! Oh, my..."
Phil,oh. Uh-oh. ‘Kay.
Claire,"All right, sweetie, this happens. Remain calm. That's the first thing. Pull over right here. I'll get out the registration."
Haley,"Mom, I don't like cops."
Claire,"Okay, pull over right there."
Haley,I don't like cops.
Claire,"All right, there's a space right here."
Haley,"I can't pull over. No, I can't."
Claire,You need to pull over.
Haley,I can't pull over. I don't like cops.
Claire,You got to pull over.
Phil,No can do. I got priors.
Haley,I'm speeding up.
Phil,"The parking ticket from the mall... I never paid the parking ticket! Keep moving, sweetheart!"
Haley,Dad agrees with me... I can speed up!
Claire,"It's not a movie, Haley! Pull over!"
Gloria,"Bravo! Bravo, Manny, bravo!"
Jay,"Well, when I heard Manny wanted to fence, I was like, ""sure. uncoordinated kid, lethal weapon... How can this go wrong?"""
Gloria,And what do you think now?
Jay,"I'm proud of our little Zorro. I mean, I worked with him a little, but the kid's got skills."
Gloria,"It's in his blood. His father was a master swordsman. He was an artist with his sword. I mean, the way he throws the sword... I mean, he was legendary."
Jay,"You know, this nice moment I'm having with your son... You're... Kind of wrecking it."
Gloria,Sorry.
Alex,Did you know that fencing goes back to the 12th century?
Haley,You know what's even nerdier than fencing? Knowing when it began.
Luke,"I don't think you're a nerd, Alex."
Alex,"Shut up, dork."
Jay,All right! That's my boy!
Mitchell,Would this be easier if we suspended you from a crane?
Cameron,Any monkey can shoot a home movie. I pride myself on shooting home films.
Mitchell,"Yeah, but, Cameron, you always just take things a little too far."
Cameron,"No, I don't."
Mitchell,"Okay, your nephew's first birthday."
Cameron,That's not fair.
Mitchell,You brought a wind machine.
Cameron,"To be fair, my vision was..."
Mitchell,"Cameron, you brought a wind machine."
Cameron,Who puts wheels on cribs?
Gloria,"Mi tigre! Mi tigre! Yes! Ay, sorry. Sorry."
Phil,That's okay.
Haley,"No! No, no, no, no, no! My phone died!"
Alex,No biggie. Your battery probably just statically defracticated.
Haley,What?
Alex,It means you can recharge it with static electricity. Just rub it on your hair.
Jay,"Yes! You know, I used to go to the houses of my friends, And it used to bug me, their kids you know?, Because there was never a trophy in my house. Not until this one."
Phil,That's a good grip ! Can we switch seats?
Mitchell,"Cam, people are staring."
Jay,"I know you're not supposed to care, but it's kind of cool to have a kid in your house who's the best at something, you know what I mean?"
Phil,Mm-hmm.
Phil,"Yeah, our kids are great."
Claire,They're the greatest.
Phil,"Gosh, we're blessed."
Claire,"We are. But, um... Are they the best at something? I'd have to think about that."
Phil,"Well, Alex is great at every single thing she tries, So, you know, she'll find her specialty."
Claire,She will. And... and Haley is...
Phil,Haley is so pretty.
Claire,Gorgeous.
Phil,"Oh, gosh. Gorgeous girl. I mean... So, she can meet someone who's the best at something."
Claire,That's right.
Phil,"And then, I guess that leaves Luke. We dropped the ball a little bit on that one."
Claire,"Yeah, a little bit."
Jay,All right! What she said.
Claire,Wow. This means more to dad than it does to Manny.
Mitchell,"Yeah, it's his chance to be, you know, father of a champion. Well, second chance. But we all know how the first time went."
Claire,Did I say something wrong?
Mitchell,"No. No. I'm... I'm very happy for Manny, that's all. Everything's not always about Claire. Geez."
Jay,I want to thank you guys for coming by and supporting the kid. You guys are the best.
Phil,"Why, Claire?!"
Claire,"Come on, sweetie."
Mitchell,"Really? Well, that took a while."
Cameron,"Well, she's been asleep for 20 minutes. It just took me some time to sneak out without waking her up."
Mitchell,Kind of like the first time you slept over here.
Cameron,"I had a meeting. All right, let's talk about why you got your panties in a bunch. What's up with you and your sister?"
Mitchell,Nothing is up.
Cameron,Mm-hmm. Or could this have something to do with... Ice skating?
Cameron,When Mitchell and Claire were kids...
Mitchell,This is interesting to no one.
Cameron,"Excuse... please let me finish. Thank you. When Mitchell was 10... 11... and Claire was 13, they were competitive ice dancers."
Mitchell,"Figure skaters. Oh, for god's sakes, I'll tell the story. Yes, my sister and I were actually a very good team. We were called ""fire and nice."" I was ""fire,"" 'cause of the red hair, and Claire was ""nice"", because it was ironic and she wasn't."
Cameron,And Mitchell is still upset because Claire quit the team right before some meet.
Mitchell,some meet? The 13-and-under regional championships. Just the emerald city at the end of my yellow brick road.
Cameron,Wow. You did it.
Mitchell,What?
Cameron,You made figure skating sound even gayer.
Cameron,"So, seeing your dad so proud of Manny didn't stir up any resentment?"
Mitchell,Mnh-mnh.
Cameron,"Okay. Okay, fine, you always do this. Instead of letting your feelings out, you bury them, and then they bubble up later in hurtful ways."
Mitchell,"Okay, you know what, you... Yes, all right. Listen, I might still be holding a little resentment, but that's... Embarrassing and petty, And it's not a good color on me. It's kind of like you and yellow."
Cameron,You love me in my yellow shirt.
Mitchell,It makes you look like the sun.
Cameron,Okay. Bubbling. Hurtful bubbling. Now you know why I left early that morning.
Mitchell,"Ha! I knew you didn't have a meeting, Cam! I knew it!"
Haley,"There must be something wrong with this phone. I've rubbed it on my head for, like, an hour."
Claire,What? Alex.
Haley,"Oh, you're such a geek!"
Alex,At least I didn't give myself a bald spot.
Haley,"Oh, my god! Mom!"
Claire,"Alex, don't be mean. Haley, stop making yourself such an easy target."
Phil,"This feels right, buddy. I'm telling you, this feels right."
Claire,What are you guys doing?
Phil,"Pursuing excellence. We made a list of areas the boy might excel at, and... baseball!"
Claire,Love it.
Phil,"Yeah. I read it only takes 10,000 hours to achieve excellence. You've already got, like, what, how many hours playing ball?"
Luke,"Well, I played, like, one season. So, like, 6,000 hours?"
Claire,"Yeah, I can see why you ruled out math."
Claire,"Yeah, of course I want Luke to be successful, but I don't think that a parent can just force that. I think you just have to have faith that the kid's gonna find his own way. Besides, Luke already is the best at something... Being my son. It sounded a lot less lame in my head."
Phil,I have got a good feeling about this. This is gonna be your sport.
Luke,"Last year, you said basketball was my sport."
Phil,"Look, I've said a lot of things I wish I could take back, But I can't. What I can do is be the dad you need me to be to help you become masterful. You want to be masterful?"
Luke,I guess.
Phil,"There's my killer! Okay. Our journey of 10,000 hours begins with a single pitch. I believe in my boy! I ain't gonna quit you. Let's burn one in here. That's good. That's a good start. Okay, you... Rest that cannon while I run this down, okay? Okay. Let's keep all the batters right here. Oh! Should have... should have worn my cup. Should have worn my cup. Home run! This one's really in here, buddy. Okay. Very, very, very, very good first hour. Toss me your glove. I'll put some oil...On it. Yeah."
